,close,open,high,low,adjusted close,volume,WILLR_3,SMI_2_3_5,SMIs_2_3_5,SMIo_2_3_5,STOCHRSIk_3_6_3_3,STOCHRSId_3_6_3_3,CCI_3_0.015,MACD_3_26_9,MACDh_3_26_9,MACDs_3_26_9,DMP_3,DMN_3,CFO_3,CMO_3,ER_3,MOM_3,ROC_3,STC_3_3_6_0.5,STCmacd_3_3_6_0.5,STCstoch_3_3_6_0.5,SLOPE_3,BULLP_3,BEARP_3,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,SMA_3,EMA_3,VWAP_D,HMA_3,CMF_20
1999-11-01,77.62,80.0,80.69,77.37,0.588966481387578,2487300.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,78.56,,
1999-11-02,80.25,78.0,81.69,77.31,0.608922444361674,3564600.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,79.75,,
1999-11-03,81.5,81.62,83.25,81.0,0.618407217638335,2932700.0,-29.461279461279478,1.0,,,,,99.99999999999925,,,,,,-0.28220858895712986,,,,,0.0,,0.0,,3.4599999999999937,1.2099999999999937,76.5558901276137,79.79,83.02410987238632,8.106554386229634,0.7643694969364565,79.79,79.79,81.91666666666667,82.56333333333333,
1999-11-04,83.62,82.06,85.37,80.62,0.634493393115553,3384700.0,-21.71215880893299,1.0,,,,,84.341637010676,,,,1.7073684210526343,0.0,0.17340349198754101,100.0,1.0,6.0,7.729966503478485,0.0,,0.0,2.0,3.664999999999992,-1.085000000000008,79.0080103043565,81.79,84.57198969564351,6.802762429743252,0.8289012901208285,81.79,81.70500000000001,83.20333333333333,84.88833333333334,
1999-11-05,88.31,84.62,88.37,84.0,0.670080262449588,3721500.0,-0.7741935483871254,1.0,1.0,0.0,,,100.0,,,,2.244307692307694,0.0,0.48503378250851614,100.0,1.0,8.060000000000002,10.043613707165111,0.0,,0.0,2.6866666666666674,3.362499999999997,-1.0075000000000074,78.78587097928205,84.47666666666667,90.1674623540513,13.473059276450194,0.8368011736769145,84.47666666666667,85.00750000000001,86.89333333333333,91.00833333333333,
1999-11-08,96.37,87.75,97.73,86.75,0.731238080537502,8490400.0,-7.948568088836938,1.0,1.0,0.0,,,100.00000000000013,,,,4.975924170616114,0.0,0.5828231468991196,100.0,1.0,14.870000000000005,18.24539877300614,0.0,6.077083333333334,0.0,4.956666666666668,7.041250000000005,-3.938749999999999,78.90248552531924,89.43333333333334,99.96418114134744,23.550162820754604,0.8293498677944895,89.43333333333334,90.68875,93.61666666666667,101.18166666666667,
1999-11-09,89.62,94.37,94.5,88.0,0.680020304843529,7224800.0,-59.0677348871085,0.21673543063434766,0.7389118102114492,-0.5221763795771016,,,8.573236317620614,,,,3.1576541353383467,0.0,-2.7542215279327373,12.503433983500896,0.3076923076923077,6.0,7.175316909830184,0.0,4.11175595238096,0.0,2.0,4.345624999999998,-2.1543750000000017,84.37037204063024,91.43333333333334,98.49629462603643,15.44942317033123,0.3716308034133835,91.43333333333334,90.154375,90.70666666666665,87.58833333333332,
1999-11-10,91.44,88.25,93.25,88.12,0.693830134734348,5159800.0,-57.285974499089285,0.18449808038231233,0.554107233601737,-0.36960915321942467,,,-43.828264758497035,,,,2.039669742593493,0.0,1.5620443277922906,25.657423606515735,0.1882140709561032,3.1299999999999955,3.544332465179476,0.0,3.2124596088435453,0.0,1.043333333333332,2.452812499999993,-2.6771875000000023,86.7736538176933,92.47666666666667,98.17967951564005,12.33394985900596,0.4091123679606218,92.47666666666667,90.7971875,90.93666666666667,91.22499999999998,
1999-11-11,92.25,91.59,92.62,89.87,0.699976267817625,2409600.0,-34.61538461538461,0.24470458902899447,0.4509730187441562,-0.2062684297151617,,,99.9999999999986,,,,1.3321744647105478,0.0,-0.18247515808487147,32.43810301515945,0.4392324093816638,-4.1200000000000045,-4.275189374286608,0.0,2.605930970602543,0.0,-1.3733333333333348,1.0964062500000011,-1.6535937499999989,88.90379802887573,91.10333333333334,93.30286863779095,4.828660432017003,0.7606611188151444,91.10333333333334,91.52359375,91.58,92.95833333333333,
1999-11-12,90.62,91.94,92.0,87.37,0.687608123464858,2491600.0,-44.72789115646254,-0.01815011322363302,0.29459864142155984,-0.31274875464519286,,,-99.99999999999916,,,,0.8762568462782334,0.8555891711439152,-0.44876039137783624,3.8473875331281313,0.2347417840375592,1.0,1.115822361080116,0.0,1.6677520325732473,0.0,0.3333333333333333,0.928203124999996,-3.7017968749999994,90.1057688911449,91.43666666666667,92.76756444218843,2.9110811319786283,0.1931895590754525,91.43666666666667,91.071796875,89.99666666666667,89.94000000000001,
1999-11-15,89.44,89.62,92.87,88.5,0.67865449749169,2320600.0,-62.36363636363649,-0.29878418941113677,0.09680436447732765,-0.3955885538884644,33.333333333333336,,-35.82949308755862,,,,0.8741344248168913,0.5653597587246877,0.08385509839004884,-15.87365077516963,0.5524861878453031,-2.0,-2.1872265966754156,0.0,0.8415806929094742,0.0,-0.6666666666666666,2.6141015624999966,-1.755898437500008,88.46585880062298,90.77,93.07414119937701,5.076878262370858,0.21138921513152076,90.77,90.25589843750001,90.27,88.57833333333333,
