,close,open,high,low,adjusted close,volume,WILLR_3,SMI_2_3_5,SMIs_2_3_5,SMIo_2_3_5,STOCHRSIk_3_6_3_3,STOCHRSId_3_6_3_3,CCI_3_0.015,MACD_3_26_9,MACDh_3_26_9,MACDs_3_26_9,DMP_3,DMN_3,CFO_3,CMO_3,ER_3,MOM_3,ROC_3,STC_3_3_6_0.5,STCmacd_3_3_6_0.5,STCstoch_3_3_6_0.5,SLOPE_3,BULLP_3,BEARP_3,BBL_3_2.0,BBM_3_2.0,BBU_3_2.0,BBB_3_2.0,BBP_3_2.0,SMA_3,EMA_3,VWAP_D,HMA_3,CMF_20
1999-11-01,69.13,68.06,71.88,66.31,3.4565,12824100.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,69.10666666666667,,
1999-11-02,66.44,69.75,70.0,65.06,3.322,13243200.0,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,67.16666666666667,,
1999-11-03,65.81,68.19,68.5,65.0,3.2905,10772100.0,-88.22674418604647,-1.0,,,,,-73.75271149674654,,,,,,0.521703895051476,,,,,0.0,,0.0,,1.3733333333333348,-2.126666666666665,64.24720684078112,67.12666666666667,70.00612649255221,8.579183114168877,0.27136915493138786,67.12666666666667,67.12666666666667,66.43666666666667,65.04666666666667,
1999-11-04,63.06,67.19,67.19,61.0,3.153,16759200.0,-77.11111111111109,-1.0,,,,,-100.00000000000001,,,,0.0,2.1768421052631584,-0.5603129294850875,-100.0,1.0,-6.069999999999993,-8.780558368291615,0.0,,0.0,-2.023333333333331,2.096666666666664,-4.093333333333334,62.16819752349042,65.10333333333334,68.03846914317626,9.016852623551028,0.1519184348333969,65.10333333333334,65.09333333333333,63.75,61.58,
1999-11-05,64.94,64.75,65.5,62.25,3.247,11091400.0,-47.466666666666704,-0.3844474761255123,-0.7948158253751707,0.4103683492496584,,,-35.2861035422342,,,,0.0,1.2726153846153851,1.1882763576635416,-21.509200556672422,0.28517110266159745,-1.5,-2.2576760987357014,0.0,,0.0,-0.5,0.4833333333333343,-2.7666666666666657,62.30804347025382,64.60333333333334,66.89862319641286,7.105793910777104,0.5733385948507096,64.60333333333334,65.01666666666667,64.23,65.42166666666667,
1999-11-08,78.0,64.81,80.0,63.5,3.9,32339400.0,-10.526315789473683,0.7068672101654808,-0.294254813528287,1.001122023693768,,,100.0,,,,5.566350710900473,0.7840758293838868,2.3888888888889026,76.12529812994669,0.6890898812888637,12.189999999999998,18.523020817504936,0.0,3.6116666666666646,0.0,4.063333333333333,8.491666666666674,-8.008333333333326,55.37838277111082,68.66666666666667,81.95495056222252,38.70373950161898,0.8511865567703133,68.66666666666667,71.50833333333333,73.83333333333333,84.84333333333333,
1999-11-09,70.81,80.88,83.06,70.0,3.5405,26477100.0,-58.865929841422385,0.16118956381603833,-0.14244002108017856,0.3036295848962169,,,55.925987664610766,,,,4.6504962406015045,0.49756390977443654,-4.766275949724635,5.873409051994775,0.35020334387709,7.75,12.289882651443069,0.0,2.430119047619044,0.0,2.5833333333333335,11.900833333333338,-1.159166666666664,60.568414599570595,71.25,81.93158540042941,29.983397615240442,0.4794038064807162,71.25,71.15916666666666,74.62333333333333,69.39166666666667,
1999-11-10,72.0,71.56,75.0,70.13,3.6,11506700.0,-56.5439672801636,0.1247424206314364,-0.05337920717630691,0.17812162780774332,,,-99.99999999999885,,,,3.003963088878097,0.32139873725109314,1.9398148148148466,14.354472004079765,0.32929104477611953,7.060000000000002,10.871573760394213,0.0,1.9159778911564587,0.0,2.353333333333334,3.420416666666668,-1.4495833333333366,67.31004943522242,73.60333333333334,79.89661723144425,17.100540459519717,0.3726155247966313,73.60333333333334,71.57958333333333,72.37666666666667,71.39666666666666,
1999-11-11,73.0,74.75,75.0,71.38,3.65,9293900.0,-77.0290964777948,0.19690943820538523,0.03005034128425712,0.1668590969211281,,,-19.946571682991696,,,,1.9619857256145923,0.20991593973037298,-0.043378995433750504,23.089564809434496,0.5330490405117273,-5.0,-6.410256410256411,0.0,1.672930636540329,0.0,-1.6666666666666667,2.710208333333327,-0.9097916666666777,70.14629736894561,71.93666666666667,73.72703596438772,4.977626516994737,0.7969592180470362,71.93666666666667,72.28979166666667,73.12666666666667,73.69833333333334,
1999-11-12,74.94,73.75,75.0,70.81,3.747,10319600.0,-1.232032854209486,0.4134540452894581,0.15785157595265745,0.25560246933680064,,,85.0085178875637,,,,1.2905242293046795,0.33314954879766095,0.20905613379586824,40.69188580363567,1.0,4.1299999999999955,5.832509532551893,50.0,1.7628522403859535,18.49879028,1.3766666666666652,1.3851041666666646,-2.804895833333333,70.87227709564533,73.31333333333333,75.75438957102133,6.659242259765397,0.8331891010031236,73.31333333333333,73.61489583333334,73.58333333333333,76.07666666666667,
