,Unnamed: 0.32,Unnamed: 0.31,Unnamed: 0.30,Unnamed: 0.29,Unnamed: 0.28,Unnamed: 0.27,Unnamed: 0.26,Unnamed: 0.25,Unnamed: 0.24,Unnamed: 0.23,Unnamed: 0.22,Unnamed: 0.21,Unnamed: 0.20,Unnamed: 0.19,Unnamed: 0.18,Unnamed: 0.17,Unnamed: 0.16,Unnamed: 0.15,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,date,title,source,desc,url,img
10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,0.0,2023-07-02 00:00:00,Apple has officially become the world's first-ever $3 trillion company,Quartz,Apple became the first company in the world with a $3 trillion valuation on Friday (June 30). The company's stock closed at $193.97 per share—good for a...,https://qz.com/apple-s-valuation-tops-3-trillion-1850595210,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
11,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,1.0,2023-07-02 00:00:00,You'll Be Shocked at How Much Apple Stock Warren Buffett Owns,Droid Gazzete,"U.S. Money Supply Is Doing Something Not Seen Since the Great Depression, and It May Signal a Big Move to Come for Stocks.",https://droidgazette.com/youll-be-shocked-at-how-much-apple-stock-warren-buffett-owns/,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
12,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2.0,2023-07-02 00:00:00,Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL),Defense World,Read Burt Wealth Advisors Acquires 62 Shares of Apple Inc. (NASDAQ:AAPL) at Defense World.,https://www.defenseworld.net/2023/07/02/burt-wealth-advisors-acquires-62-shares-of-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
13,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,3.0,2023-07-02 00:00:00,This week in tech: AI could face fresh U.S. regulations; Apple gets past $3T By Investing.com,Investing.com,By Louis Juricic and Sarina Isaacs. Investing.com -- Here is your weekly Pro Recap on the biggest headlines out of tech this week: Potential new U.S....,https://www.investing.com/news/stock-market-news/this-week-in-tech-ai-could-face-fresh-us-regulations-apple-gets-past-3t-3118265,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
14,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,4.0,2023-07-02 00:00:00,EWG Elevate Inc. Trims Stake in Apple Inc. (NASDAQ:AAPL),Defense World,"EWG Elevate Inc. lessened its holdings in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.0% during the first quarter, according to the company in its most...",https://www.defenseworld.net/2023/07/02/ewg-elevate-inc-trims-stake-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
15,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,5.0,2023-07-02 00:00:00,Carmel Capital Management L.L.C. Has $11.76 Million Stock Position in Apple Inc. (NASDAQ:AAPL),Defense World,"Carmel Capital Management L.L.C. raised its stake in Apple Inc. (NASDAQ:AAPL – Free Report) by 2.8% in the first quarter, according to the company in its...",https://www.defenseworld.net/2023/07/02/carmel-capital-management-l-l-c-has-11-76-million-stock-position-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
16,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,6.0,2023-07-02 00:00:00,One Plus One Wealth Management LLC Lowers Holdings in Apple Inc. (NASDAQ:AAPL),Defense World,"One Plus One Wealth Management LLC reduced its stake in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 11.3% in the first quarter, according to its...",https://www.defenseworld.net/2023/07/02/one-plus-one-wealth-management-llc-lowers-holdings-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
17,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,7.0,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) is AHL Investment Management Inc.'s 4th Largest Position,Defense World,"AHL Investment Management Inc. lowered its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.5% in the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-is-ahl-investment-management-inc-s-4th-largest-position.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
18,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,8.0,2023-07-02 00:00:00,Abner Herrman & Brock LLC Boosts Holdings in Apple Inc. (NASDAQ:AAPL),Defense World,"Abner Herrman & Brock LLC boosted its position in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.2% during the 1st quarter, according to its most...",https://www.defenseworld.net/2023/07/02/abner-herrman-brock-llc-boosts-holdings-in-apple-inc-nasdaqaapl.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
19,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,9.0,2023-07-02 00:00:00,Apple Inc. (NASDAQ:AAPL) Shares Sold by Peoples Financial Services CORP.,Defense World,"Peoples Financial Services CORP. cut its holdings in shares of Apple Inc. (NASDAQ:AAPL – Free Report) by 0.3% in the 1st quarter, according to the company...",https://www.defenseworld.net/2023/07/02/apple-inc-nasdaqaapl-shares-sold-by-peoples-financial-services-corp.html,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw=="
